date,NFLX,IBM,GE,GOOG,AAPL,KO,AMZN,HD,NKE,^DJI,WMT
2019-10-17,29.335,96.0431,43.6643,62.0656,56.4446,43.8288,89.374,199.1629,85.6559,27025.8809,36.3143
2019-10-18,27.53,95.9215,43.2779,61.6902,56.7157,44.6355,87.8755,200.1386,86.14,26770.1992,36.1022
2019-10-21,27.805,94.8413,42.4568,61.7229,57.6993,44.1873,89.283,199.104,86.2475,26827.6406,36.284
2019-10-22,26.669,95.8285,43.7609,61.5569,57.5674,43.8777,88.2865,199.5245,85.6918,26788.0996,36.2356
2019-10-23,27.127,96.1289,44.1473,62.3658,58.3399,44.5214,88.1085,197.3964,82.7517,26833.9492,36.1659
2019-10-24,27.15,95.9072,43.2296,62.4579,58.4359,44.4969,89.039,196.7403,82.0167,26805.5293,36.0901
2019-10-25,27.682,96.8872,43.4711,62.663,59.1556,43.7962,88.0665,197.1525,81.4968,26958.0605,36.0719
2019-10-28,28.186,97.2663,43.8092,63.8948,59.7481,43.6495,88.854,199.1881,81.4341,27090.7207,36.1265
2019-10-29,28.121,95.7283,43.8092,62.5387,58.3663,43.5192,88.1355,196.9506,80.0268,27071.4609,35.4992
2019-10-30,29.145,96.7513,48.8325,62.4728,58.3591,43.951,88.9995,198.7171,80.8425,27186.6895,35.7871
2019-10-31,28.741,95.6639,48.2046,62.4143,59.6786,44.3503,88.833,197.3207,80.2688,27046.2305,35.5326
2019-11-01,28.681,96.9516,50.1367,63.0894,61.3723,43.9184,89.572,199.6423,79.9372,27347.3594,35.6416
2019-11-04,29.286,98.4824,52.7932,63.9627,61.7753,43.2992,90.233,197.6067,80.5467,27462.1094,35.6265
2019-11-05,28.803,98.6398,52.9864,63.9954,61.6866,42.7125,90.0855,195.3187,80.5646,27492.6309,36.0174
2019-11-06,28.859,99.2765,53.2279,63.984,61.7129,43.0221,89.7885,196.8412,80.2061,27492.5605,36.2113
2019-11-07,28.957,99.6601,54.5321,64.829,62.4252,42.6066,89.41,195.9412,81.0308,27674.8008,36.4325
2019-11-08,29.157,99.6022,55.643,64.9533,62.596,42.5414,89.294,195.8571,80.5019,27681.2402,36.1931
2019-11-11,29.418,98.0532,54.8219,64.35,63.0917,42.2399,88.5825,194.9823,80.717,27691.4902,36.0719
2019-11-12,29.201,98.1401,55.16,64.3307,63.034,42.134,88.9,196.0926,80.224,27691.4902,36.0962
2019-11-13,28.311,97.3367,54.5321,64.2911,63.6379,42.7044,87.6555,197.5058,81.8285,27783.5898,36.6598
2019-11-14,28.962,96.9892,54.5321,64.9577,63.1976,42.8836,87.73,198.9778,81.8106,27781.9609,36.5598
2019-11-15,29.503,97.2788,55.643,66.1173,63.9484,42.9162,86.9745,199.6003,83.3971,28004.8906,36.0204
2019-11-18,30.257,97.2136,55.2566,65.4154,64.2708,43.2095,87.6265,200.9125,84.419,28036.2207,36.4386
2019-11-19,30.26,97.3656,55.5464,65.1559,64.0759,43.2503,87.6395,189.9858,83.908,27934.0195,36.3295
2019-11-20,30.516,96.4102,55.0151,64.5412,63.33,43.3644,87.2765,185.8136,83.4061,27821.0898,36.0992
2019-11-21,31.169,96.8735,55.6913,64.457,63.046,43.1525,86.7355,183.8284,82.6083,27766.2891,36.3204
2019-11-22,31.048,97.2354,55.7879,64.1593,62.9907,43.2095,87.286,183.3994,83.666,27875.6191,36.1689
2019-11-25,31.555,98.4151,55.9328,64.7215,64.0951,43.3644,88.692,183.7106,83.2716,28066.4707,36.0356
2019-11-26,31.249,97.7782,54.8219,65.0613,63.5946,43.9184,89.847,185.6958,83.6571,28121.6797,36.1174
2019-11-27,31.593,96.8228,54.5321,65.0335,64.4488,43.9592,90.9255,187.58,84.3831,28164.0,35.9871
2019-11-29,31.466,97.3149,54.4355,64.6358,64.3069,43.836,90.04,185.4855,84.0191,28051.4102,36.0871
2019-12-02,30.999,96.2003,53.9042,63.8908,63.5634,44.1233,89.08,183.0546,84.0821,27783.0391,36.1446
2019-12-03,30.616,95.6285,53.083,64.1563,62.43,44.1644,88.498,180.0095,83.0935,27502.8105,35.9598
2019-12-04,30.432,95.5344,52.6483,65.4075,62.981,44.5666,88.0345,181.2455,84.2258,27649.7793,35.9659
2019-12-05,30.286,95.4765,52.117,65.7834,63.905,44.4845,87.024,180.3143,86.0862,27677.7891,36.1181
2019-12-06,30.735,96.4247,53.6144,66.4021,65.1394,44.6733,87.58,181.3979,87.1736,28015.0605,36.459
2019-12-09,30.25,96.9314,53.083,66.5477,64.2275,44.386,87.4755,183.3026,86.841,27909.5996,36.3311
2019-12-10,29.312,96.9241,53.1796,66.6022,64.6028,44.1398,86.9605,182.7693,87.1826,27881.7207,36.2642
2019-12-11,29.893,96.8156,52.9864,66.62,65.1539,44.2875,87.436,179.4677,87.3353,27911.3008,36.2215
2019-12-12,29.844,97.9447,55.2566,66.88,65.3199,44.4435,88.0165,179.5016,87.8206,28132.0508,36.4529
2019-12-13,29.85,97.1413,54.7736,66.7592,66.2078,44.6733,88.047,181.2286,87.8655,28135.3809,36.6142
2019-12-16,30.421,97.0833,53.9525,67.4199,67.3412,44.6733,88.4605,182.456,88.8002,28235.8906,36.6903
2019-12-17,31.548,97.1485,53.6144,67.1203,67.4735,44.6733,89.533,184.31,89.5551,28267.1602,36.9155
2019-12-18,32.08,97.286,52.9381,66.9964,67.3123,44.2547,89.2015,184.547,90.3819,28239.2793,36.4833
2019-12-19,33.222,97.3946,53.3245,67.1658,67.3797,44.5913,89.614,186.4263,90.9031,28376.9609,36.5503
2019-12-20,33.69,98.1401,53.3245,66.8464,67.2401,45.1248,89.325,187.2475,89.8337,28455.0898,36.6142
2019-12-23,33.31,98.1112,53.953,66.8092,68.3373,45.0756,89.65,185.5713,89.9056,28551.5293,36.2307
2019-12-24,33.32,97.6986,54.0981,66.5477,68.4023,44.9114,89.4605,186.8073,89.9955,28515.4492,36.3768
2019-12-26,33.263,97.6479,54.2915,67.3818,69.7594,45.1659,93.4385,186.9343,90.5077,28621.3906,36.3798
2019-12-27,32.909,97.9085,54.0497,66.9603,69.7329,45.4368,93.49,186.2147,91.2806,28645.2598,36.4011
2019-12-30,32.331,96.1279,53.5663,66.1802,70.1468,45.3711,92.3445,183.9629,90.5886,28462.1406,36.3433
2019-12-31,32.357,97.0182,53.953,66.2237,70.6594,45.4368,92.392,184.8687,91.047,28538.4395,36.1729
2020-01-02,32.981,98.0171,57.6756,67.727,72.2716,45.1413,94.9005,185.9523,91.8468,28868.8008,36.2033
2020-01-03,32.59,97.2354,57.869,67.3947,71.5689,44.895,93.7485,185.3343,91.5951,28634.8809,35.8837
2020-01-06,33.583,97.0616,58.6908,69.0564,72.1392,44.8786,95.144,186.2063,91.5143,28703.3809,35.8106
2020-01-07,33.075,97.1268,58.2557,69.0133,71.7999,44.5338,95.343,184.9872,91.4693,28583.6797,35.4788
2020-01-08,33.926,97.9374,57.7239,69.5572,72.9549,44.6159,94.5985,187.7554,91.2626,28745.0898,35.3571
2020-01-09,33.566,98.9725,57.5789,70.3254,74.5045,45.4286,95.0525,190.6337,91.1997,28956.9004,35.7224
2020-01-10,32.905,98.9363,56.4186,70.8158,74.673,45.5845,94.158,189.8125,90.6785,28823.7695,35.4241
2020-01-13,33.892,98.8711,58.5941,71.2863,76.2683,46.0771,94.565,189.0676,91.8108,28907.0508,35.2719
2020-01-14,33.869,98.3066,58.159,70.8727,75.2384,45.9704,93.472,188.6189,92.4939,28939.6699,35.3632
2020-01-15,33.907,98.8856,57.3855,71.2848,74.916,46.545,93.101,190.1257,92.377,29030.2207,35.0892
2020-01-16,33.862,99.87,57.2405,71.904,75.8544,46.6435,93.897,193.7067,92.8982,29297.6406,35.278
2020-01-17,33.967,100.1088,57.0955,73.325,76.6942,46.742,93.236,196.3224,93.9408,29348.0996,34.9918
2020-01-21,33.811,100.7313,56.3703,73.5236,76.1745,46.9308,94.6,197.2029,93.9857,29196.0391,35.1836
2020-01-22,32.6,104.1476,54.9683,73.6004,76.4464,47.292,94.373,197.1605,93.9048,29186.2695,35.3388
